"last_name, first_name","player_id","year","pa","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","xba","xslg","woba","xwoba","xobp","avg_swing_speed","fast_swing_rate","blasts_contact","blasts_swing","squared_up_contact","squared_up_swing","avg_swing_length","swords","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Suzuki, Seiya","673548","2023","583",22.3,10.1,".285",".485",".357","0.842",".283",".469",".358",".357",".358",,,,,,,,,"91.4","10.8",36.5,10.5,48,"102.157061122","95.610201816",21.3,40.9
"Jung, Josh","673962","2023","515",29.3,5.8,".266",".467",".315","0.782",".260",".482",".334",".337",".309",,,,,,,,,"91.8","15",41.9,11.9,47.4,"101.620526098","95.373200793",29.7,51.8
"Rodríguez, Julio","677594","2023","714",24.5,6.6,".275",".485",".333","0.818",".274",".475",".347",".345",".332",,,,,,,,,"92.7","8.5",31.8,11.9,52,"104.082287708","96.812366417",28.2,53.9
"Witt Jr., Bobby","677951","2023","694",17.4,5.8,".276",".495",".319","0.814",".294",".533",".343",".369",".338",,,,,,,,,"90.7","15.7",34.4,11.5,45.6,"102.080606768","95.411820457",22.8,50.5
"Tovar, Ezequiel","678662","2023","615",27,4.1,".253",".408",".287","0.695",".248",".386",".298",".291",".283",,,,,,,,,"88","12.6",36.4,8.1,36.2,"99.019446394","93.628807036",31.3,59.7
"Torkelson, Spencer","679529","2023","684",25,9.8,".233",".446",".313","0.759",".251",".484",".326",".349",".331",,,,,,,,,"91.8","17.1",33.2,14.1,50.9,"102.691928356","96.002045502",24.7,46.2
"Kwan, Steven","680757","2023","718",10.4,9.7,".268",".370",".340","0.710",".282",".358",".313",".317",".353",,,,,,,,,"86","10.7",37.7,1.1,18.8,"94.063409324","91.031738203",11.1,41.2
"Stott, Bryson","681082","2023","640",15.6,6.1,".280",".419",".329","0.748",".267",".386",".323",".309",".319",,,,,,,,,"88.1","10.1",36.4,4.7,35.2,"97.379136163","92.802445092",15.1,45
"Outman, James","681546","2023","567",31.9,12,".248",".437",".353","0.790",".228",".396",".344",".325",".336",,,,,,,,,"87.9","15.7",38.2,11.1,39.9,"99.962159145","94.027798454",36.6,46
"Abrams, CJ","682928","2023","614",19.2,5.2,".245",".412",".300","0.712",".247",".399",".306",".304",".301",,,,,,,,,"87.4","13.5",32.6,6.9,35.9,"98.814933243","93.426357297",22.3,53.5
"Carroll, Corbin","682998","2023","645",19.4,8.8,".285",".506",".362","0.868",".268",".441",".370",".344",".348",,,,,,,,,"90","11",32.7,7.6,40.9,"100.972563211","94.780604736",21.5,45.8
"Henderson, Gunnar","683002","2023","622",25.6,9,".255",".489",".325","0.814",".261",".472",".346",".346",".331",,,,,,,,,"92","11.4",32.9,11.4,52,"102.730226238","96.062562903",26.4,46.8
"Volpe, Anthony","683011","2023","601",27.8,8.7,".209",".383",".283","0.666",".233",".396",".290",".308",".306",,,,,,,,,"88.7","14.2",35.5,9,43,"99.54617672","93.954577957",28.1,47.9
"Vaughn, Andrew","683734","2023","615",21,5.9,".258",".429",".314","0.743",".252",".427",".321",".319",".309",,,,,,,,,"90.6","11.2",30.3,8.4,46.5,"101.661403","95.348849294",24.1,47.5
"Yoshida, Masataka","807799","2023","580",14,5.9,".289",".445",".338","0.783",".273",".425",".339",".325",".324",,,,,,,,,"89","3.9",29.5,6.6,40.6,"100.123813246","94.28056556",18.3,43.3
"McCutchen, Andrew","457705","2024","515",25.8,11.3,".232",".411",".328","0.739",".233",".432",".325",".331",".329",72.7,25.2,14.9,11.1,31.1,23.1,"7.6","11","88.4","14.3",31.5,11.7,36.7,"99.420601139","93.81124019",28.9,42
"Turner, Justin","457759","2024","539",17.6,10.9,".259",".383",".354","0.737",".254",".389",".327",".330",".353",65.1,0.8,5,4.3,32.5,27.9,"6.3","16","87.1","17.8",40.1,4.6,32.5,"96.702342312","92.434680753",17,45.4
"Santana, Carlos","467793","2024","594",16.7,10.9,".238",".420",".328","0.748",".247",".422",".326",".330",".337",71.8,19.4,13.6,10.7,36.1,28.3,"7.6","8","89.2","16.1",30.9,7.3,39.9,"99.506124387","94.004167778",23.3,43.3
"Goldschmidt, Paul","502671","2024","654",26.5,7.2,".245",".414",".302","0.716",".258",".464",".310",".333",".314",72.5,24.3,18,13.3,33.5,24.8,"7.8","10","91.2","13.1",34.3,10.7,49.6,"101.892583709","95.666428146",27.4,47.7
"Altuve, Jose","514888","2024","682",17.4,6.9,".295",".439",".350","0.789",".264",".406",".344",".318",".322",69.4,13.1,9,7.1,33.4,26.3,"7.8","10","86.5","14.1",35.4,6.5,31.2,"97.323672581","92.693762581",21.9,51.5
"Freeman, Freddie","518692","2024","638",15.7,12.2,".282",".476",".378","0.854",".281",".477",".365",".370",".380",69.7,9.8,13.2,10.7,33.9,27.4,"6.8","10","89.4","14.3",43.1,9.1,41.8,"100.349133067","94.527301044",20.2,49.4
"Perez, Salvador","521692","2024","652",19.8,6.7,".271",".456",".330","0.786",".275",".530",".335",".362",".334",73.2,33.4,17.8,13.2,33.6,24.9,"7.9","15","91.1","19",39.4,12.2,44.8,"101.856275647","95.341857371",27.8,57.8
"Ozuna, Marcell","542303","2024","688",24.7,10.8,".302",".546",".378","0.924",".290",".584",".395",".405",".371",74,42.1,20.2,13.9,33.6,23.1,"7.4","4","92.2","14.4",40.2,15.5,53.5,"103.370699452","96.509068973",31.4,46.8
"Semien, Marcus","543760","2024","718",14.6,8.9,".237",".391",".308","0.699",".257",".404",".306",".319",".327",68.3,4.2,12,9.8,37.6,30.8,"7.7","27","87.4","17",33,6.6,35.2,"97.806210919","93.005121934",20.2,50
"Springer III, George","543807","2024","614",18.7,9.8,".220",".371",".303","0.674",".247",".412",".298",".324",".328",71.9,22.3,15.2,11.7,33,25.4,"7.4","24","87.5","9.4",29.2,9.3,37.4,"99.896868","94.046929394",25.3,49.1
"Harper, Bryce","547180","2024","631",21.9,12,".285",".525",".373","0.898",".271",".488",".380",".361",".362",74.1,41.5,17.6,13.2,28.1,21.1,"7.3","14","91.1","13.5",36.1,10.6,48.2,"102.531835097","95.63882949",26.6,52.9
"Suárez, Eugenio","553993","2024","640",27.5,7.7,".256",".469",".319","0.788",".249",".456",".337",".332",".316",72.2,21.5,15,10.8,30.7,22.2,"7.8","34","89.1","19.5",40.4,11.3,42.4,"100.570552315","94.463438988",29.1,47.2
"Arenado, Nolan","571448","2024","635",14.5,6.9,".272",".394",".325","0.719",".256",".361",".314",".297",".313",70.7,12.8,9.2,7.8,32.3,27.6,"8.2","29","86.3","16.9",35.9,3.2,31.6,"96.924147927","92.483246402",17.2,46.8
"Walker, Christian","572233","2024","552",24.1,10,".251",".468",".335","0.803",".249",".465",".343",".354",".341",75,52.8,15.8,12.2,26.1,20.2,"7.5","32","91.2","16.6",35,13.3,48,"103.127969548","96.011102521",25.6,48
"Castellanos, Nick","592206","2024","659",21.1,6.2,".254",".431",".311","0.742",".273",".450",".321",".335",".328",71.9,22.6,12.7,9,33.7,23.8,"7.6","12","88.4","15.2",39,8.1,38.2,"99.266703034","93.738511581",30.1,58
"Judge, Aaron","592450","2024","704",24.3,18.9,".322",".701",".458","1.159",".315",".742",".476",".484",".453",77.2,75.2,25.7,18.1,33.9,23.9,"8.2","16","96.2","19",40.8,26.9,61,"107.20043567","99.103701521",30.7,42
"Machado, Manny","592518","2024","643",19.3,7,".275",".472",".325","0.797",".274",".466",".340",".338",".327",75.3,53.6,20.7,16.3,31.6,24.8,"7.8","25","92.5","12.7",33.8,11,48.8,"103.370494128","96.17209183",24.4,51.6
"Profar, Jurickson","595777","2024","668",15.1,11.4,".280",".459",".380","0.839",".283",".448",".365",".364",".384",71.7,22.8,12.4,10.4,32.2,27,"7.3","13","91.1","13.4",31.3,7.2,44.4,"100.952441293","94.862553707",16.9,45.6
"Lindor, Francisco","596019","2024","689",18.4,8.1,".273",".500",".344","0.844",".287",".539",".363",".382",".357",72.4,23.4,18.8,14.4,37.6,28.7,"7.6","14","90.9","17",35.4,13.6,47.4,"101.098117236","95.07615815",23.7,48.7
"Bell, Josh","605137","2024","603",19.9,8.5,".249",".405",".319","0.724",".243",".409",".317",".315",".315",70.4,15,15.4,11.6,36.1,27.2,"7.9","14","88.9","10.5",31.4,7.6,40.1,"100.078711292","94.16958744",26.8,48.8
"Betts, Mookie","605141","2024","516",11,11.8,".289",".491",".372","0.863",".288",".462",".371",".363",".374",69,9.1,11.6,10.1,42,36.5,"6.9","20","89.9","21.4",39.3,6,39.5,"98.50877402","93.575257103",14.9,40.4
"Arcia, Orlando","606115","2024","602",21.3,6.8,".218",".354",".271","0.625",".208",".331",".273",".263",".265",70.9,13.5,12.3,9.3,34.1,25.8,"7.9","25","88.2","8.6",29.9,5.3,37.8,"98.41985743","93.283896472",26.4,49.1
"Hernández, Teoscar","606192","2024","652",28.8,8.1,".272",".501",".339","0.840",".253",".496",".360",".348",".323",73.3,32.1,18.3,12.3,29.4,19.7,"7.8","29","90.6","10.3",33.8,14.9,46.8,"102.727395423","95.689116559",34,51.2
"Marte, Ketel","606466","2024","583",18.2,11.1,".292",".560",".372","0.932",".298",".549",".391",".395",".382",73.7,40.5,20.3,16.2,38.2,30.6,"7.6","6","94","9.4",33.7,12.3,53.8,"103.991137178","96.920444406",21.3,48.2
"Nimmo, Brandon","607043","2024","663",23.8,11.6,".224",".399",".327","0.726",".246",".419",".321",".337",".348",73.4,35.8,15.8,12.4,31.3,24.5,"7.3","22","91.9","11.2",33.7,9.1,47.4,"101.264982933","95.221659687",23.4,44.8
"Turner, Trea","607208","2024","539",18.2,5,".295",".469",".338","0.807",".269",".430",".349",".322",".313",71.7,17.9,13.5,10,34,25.3,"7.6","15","89.1","11.5",30.9,6.9,40.7,"99.706063382","94.073107543",26.1,53.7
"Ramírez, José","608070","2024","682",12,7.9,".279",".537",".335","0.872",".262",".460",".364",".332",".323",71.6,19.9,13.9,12.1,32.6,28.3,"7.3","17","89.2","19.6",34,8.6,39.7,"99.642954081","93.982319614",15.2,49.4
"Bregman, Alex","608324","2024","634",13.6,6.9,".260",".453",".315","0.768",".260",".423",".331",".321",".317",71.3,11.8,13.2,11.8,37.9,33.8,"7","7","89.1","18.1",34.7,6.2,40.4,"98.929856707","93.659612777",12.8,44.9
"Seager, Corey","608369","2024","533",18,9.9,".278",".512",".353","0.865",".292",".574",".365",".394",".367",72.3,20.9,19.5,15.3,33.3,26.1,"6.6","14","92.1","13.5",38.6,15.2,50.7,"103.274395474","96.157523456",23.4,53
"Winker, Jesse","608385","2024","508",20.9,12.4,".253",".405",".360","0.765",".245",".388",".338",".329",".353",69.6,7.7,11.7,9.6,32.6,26.8,"7.3","20","88.6","14",30.1,7.6,37.4,"98.91091179","93.570274815",19.6,43.2
"Swanson, Dansby","621020","2024","593",24.3,9.1,".242",".390",".312","0.702",".248",".425",".307",".324",".319",71.7,12.8,15.4,11.3,33.4,24.4,"7.4","22","89.4","10.4",32.6,9.2,42.7,"100.210263655","94.404024529",28.7,48.7
"Ward, Taylor","621493","2024","663",24.6,9.5,".246",".426",".323","0.749",".256",".472",".325",".351",".336",69.8,8.4,14.8,11.4,38.4,29.6,"7.1","23","90.9","17.4",41.9,13,42.4,"100.017751581","94.464585641",25.5,43.2
"Olson, Matt","621566","2024","685",24.8,10.4,".247",".457",".333","0.790",".249",".454",".339",".342",".337",73.8,38.5,15.1,11.2,26.5,19.5,"7.3","11","91.5","16.1",35.4,12.4,47.4,"102.726279537","95.899543218",26.3,49.7
"Santander, Anthony","623993","2024","665",19.4,8.7,".235",".506",".308","0.814",".233",".456",".345",".328",".308",73.1,34,13.7,11,27.6,22.3,"7.2","7","89.8","22.7",35,11.7,41.6,"100.325476894","94.357156511",20,49.7
"Alonso, Pete","624413","2024","695",24.7,10.1,".240",".459",".329","0.788",".246",".470",".340",".345",".335",75.3,53,18.4,14,29.6,22.6,"7.3","20","89.8","14.4",30.5,13.2,46.4,"102.785114727","95.699086105",24.7,42.9
"Soler, Jorge","624585","2024","574",24.6,11.8,".241",".442",".338","0.780",".247",".454",".340",".349",".345",75.4,57,15.8,11.5,29.8,21.7,"7.9","12","90.5","17.9",33.4,12.6,44.1,"101.898357865","95.262490702",28.9,44.5
"Cronenworth, Jake","630105","2024","656",18,9.3,".241",".390",".324","0.714",".263",".429",".315",".338",".345",69.4,6.1,11.7,9.7,31.9,26.4,"7.1","11","88.6","13.9",35.4,7.8,36.7,"99.527561266","93.904133654",17,45
"Bellinger, Cody","641355","2024","569",15.6,7.9,".266",".426",".325","0.751",".245",".400",".322",".305",".308",69,5.2,9.7,7.7,38.6,30.6,"7.6","22","87.8","17.4",32.9,6.3,32.9,"97.314029213","92.768351065",22.2,49.8
"McMahon, Ryan","641857","2024","645",28.7,10.7,".242",".397",".325","0.722",".243",".418",".315",".325",".328",72.5,26.3,16.4,11.7,31.4,22.4,"7.2","28","92.1","10",36.5,10.9,49.7,"102.62988712","96.057260524",30,46.9
"Adames, Willy","642715","2024","688",25.1,10.8,".251",".462",".331","0.793",".248",".474",".342",".344",".329",73.6,33.5,13.1,9.6,28.7,20.9,"8.1","9","88.6","20.6",38.2,12,40.7,"99.769639045","94.108759136",29.5,49.5
"Benintendi, Andrew","643217","2024","522",18.4,7.9,".229",".396",".289","0.685",".248",".401",".298",".308",".307",68,1,9.1,7.3,39.8,31.9,"6.7","12","88","16.1",36.5,6.3,34.4,"97.17823","92.764984068",20.9,48
"Devers, Rafael","646240","2024","601",24.5,11.1,".272",".516",".354","0.870",".274",".520",".364",".366",".357",72.5,28,19.4,13.8,32.8,23.3,"7.4","24","93.2","11.6",35.2,13,52.6,"104.594814974","97.088982016",30.9,50.9
"Naylor, Josh","647304","2024","633",16.6,9.2,".243",".456",".320","0.776",".257",".448",".332",".334",".333",72.9,32.1,15.3,12.1,33.8,26.8,"7.6","11","89.9","11.1",30.1,8.4,40.9,"100.815360087","94.680816725",22.4,50.3
"Arraez, Luis","650333","2024","672",4.3,3.6,".314",".392",".346","0.738",".312",".405",".323",".326",".345",63.2,0.3,4.9,4.6,46.5,43.9,"6","8","86.3","13.7",40.9,1.6,23.7,"94.838000362","91.449624457",6.8,49.8
"Torres, Gleyber","650402","2024","665",20.5,9.8,".257",".378",".330","0.708",".242",".379",".313",".310",".319",70.1,9,10.5,8.3,33.2,26.4,"7.2","22","88.6","15",38.2,6.3,35.4,"98.295655921","93.36890443",22.9,45.7
"Castro, Willi","650489","2024","635",23.6,8,".247",".385",".331","0.716",".246",".389",".317",".323",".333",70.7,15.5,12,8.7,29,21,"7.1","18","87.4","13.6",39,7,36.8,"98.851706502","93.501303852",28.9,51.4
"Díaz, Yandy","650490","2024","621",15.3,8.1,".281",".414",".341","0.755",".280",".429",".331",".337",".342",73.3,34.4,22,19.2,36.6,32,"7.5","2","92.2","5",28.4,7.6,48.7,"103.441830979","96.263007825",14.2,43.9
"De La Cruz, Bryan","650559","2024","622",27.3,4.7,".233",".384",".271","0.655",".247",".433",".283",".307",".284",71.8,19.8,12.7,9.2,32.7,23.7,"7.7","20","89.6","13.1",35.6,9.3,41.3,"99.848652919","94.22196445",30.1,53.4
"Chapman, Matt","656305","2024","647",24.4,9.9,".247",".463",".328","0.791",".254",".462",".340",".344",".336",76.6,64.1,18.5,14.1,28.1,21.5,"7.5","21","93.2","16.2",31.3,12.6,48.3,"104.356012981","96.727633301",23.5,44.6
"Hoskins, Rhys","656555","2024","517",28.8,10.3,".214",".419",".303","0.722",".205",".398",".313",".305",".298",71.2,13,12,9.1,29.8,22.8,"8.1","23","88.7","20.8",29.7,12.7,42.2,"99.737434248","94.057895065",26.3,42.8
"Schwarber, Kyle","656941","2024","692",28.5,15.3,".248",".485",".366","0.851",".257",".519",".366",".380",".375",77.5,78,22.9,16.4,32,22.9,"7.7","38","93.6","15",31.8,15.6,55.5,"105.154527813","97.529843438",32,39.9
"Thomas, Lane","657041","2024","528",25.9,8.3,".237",".400",".309","0.709",".246",".383",".309",".310",".318",71.7,16.6,15.6,12.3,33.5,26.4,"6.8","20","88.8","17",31.5,7.4,40.6,"100.376555353","94.3557595",23.3,43.8
"Verdugo, Alex","657077","2024","621",15,7.9,".233",".356",".291","0.647",".251",".380",".283",".304",".311",68.4,7.5,11,9.2,39.9,33.6,"6.3","5","88.3","9.9",31.6,5.6,34.9,"98.009613263","93.0881338",15.5,44.7
"Ohtani, Shohei","660271","2024","731",22.2,11.1,".310",".646",".390","1.036",".320",".678",".431",".448",".401",76.3,63.9,25.2,17.7,37.5,26.4,"7.8","10","95.8","16.2",37.8,21.5,60.1,"106.727792385","98.772122364",29.8,47.3
"Sánchez, Jesús","660821","2024","537",26.1,7.6,".252",".417",".313","0.730",".267",".478",".317",".345",".328",75.2,54.4,19.1,13.1,32.2,22.2,"7.1","13","92.5","7.7",31.8,12.2,51.3,"104.556000571","96.923820315",31.2,53.2
"Contreras, William","661388","2024","679",20.5,11.5,".281",".466",".365","0.831",".271",".483",".359",".360",".357",74.7,50.4,21.1,15.7,34.9,25.9,"7.3","25","92.8","6.1",29,10,49.5,"103.875480043","96.642602527",27.8,47.4
"Varsho, Daulton","662139","2024","513",26.7,9.4,".214",".407",".293","0.700",".189",".325",".304",".265",".271",73.7,34.4,11.1,8.2,24,17.7,"7.6","6","86.1","24.4",30.2,6.2,34,"98.537583503","93.276618121",27,47.6
"Hoerner, Nico","663538","2024","641",10.3,6.9,".273",".373",".335","0.708",".283",".357",".313",".314",".346",68.2,2.8,7.2,6.4,35.4,31.7,"7.1","11","85.7","10.4",36,1.2,27.6,"95.980926525","91.993965849",11.6,48.4
"Mountcastle, Ryan","663624","2024","507",22.5,5.3,".271",".425",".308","0.733",".275",".455",".316",".335",".316",75.1,50,15.9,12.2,27.3,20.9,"7.5","15","90.8","10.4",36.2,8.8,45.2,"102.105716923","95.370233104",25.1,56.1
"India, Jonathan","663697","2024","637",19.6,12.6,".248",".392",".357","0.749",".269",".418",".333",".354",".378",71.7,22.2,12.4,10.2,30.7,25.3,"7.2","25","87.2","13.5",39.3,7.7,36.5,"98.90319256","93.547150797",19.2,38.3
"Raleigh, Cal","663728","2024","628",28,11.1,".220",".436",".312","0.748",".235",".486",".323",".347",".327",74.5,45.1,15.9,11.3,28.5,20.2,"7.8","15","91","21.2",35.6,15.4,48.1,"102.032071755","95.508789467",31,52.3
"Vierling, Matt","663837","2024","567",21.3,7.2,".257",".423",".312","0.735",".260",".402",".317",".313",".316",71.1,12.2,15.6,12.5,35.6,28.6,"7.4","8","89.8","11.7",34.1,7.5,40.9,"100.235830606","94.344722247",19.5,42.8
"Stephenson, Tyler","663886","2024","515",22.7,9.3,".258",".444",".338","0.782",".243",".408",".339",".322",".327",70.8,9.4,15.6,12.7,37.5,30.5,"7.4","31","90.2","10.9",33,9.1,43.9,"100.320154503","94.587176774",22.7,43.2
"Rodgers, Brendan","663898","2024","539",24.5,5.8,".267",".407",".314","0.721",".249",".383",".314",".297",".298",71.7,25.2,14.4,11,31.5,24.1,"7.1","26","89.3","4.9",33.1,5.6,44.1,"101.153269243","94.773964417",25.9,49.3
"Lowe, Nathaniel","663993","2024","565",22.1,12.6,".265",".401",".361","0.762",".254",".386",".337",".329",".354",73.3,29.3,15.2,12.4,28.3,23,"7.3","23","88.9","7.7",32.6,5.8,40,"100.432822253","94.330442369",20.6,42.7
"Happ, Ian","664023","2024","657",25.6,12.2,".243",".441",".341","0.782",".247",".458",".341",".349",".346",72.4,23.7,15.1,11,31.8,23.2,"7","18","90.8","15.1",37,11.7,45.2,"101.590666318","95.287992294",27.8,45.9
"France, Ty","664034","2024","535",21.3,7.1,".234",".365",".305","0.670",".229",".394",".296",".305",".302",71,14.3,12.1,9.3,31.2,24.1,"7.6","17","88.7","12.9",30.5,7.3,40,"99.663679892","94.004650595",24.2,51.2
"Bohm, Alec","664761","2024","606",14.2,6.6,".280",".448",".332","0.780",".291",".453",".335",".345",".345",72.2,21.3,18.7,15.6,39.3,32.8,"7.4","9","90.4","10.1",35.2,6.8,45.6,"100.768220847","94.781662669",17.6,49.7
"Peña, Jeremy","665161","2024","650",17.1,3.8,".266",".394",".308","0.702",".269",".404",".305",".313",".313",72.6,22.2,15,11.4,33.6,25.4,"7.6","13","88.2","7.5",29.2,5.4,38.8,"99.323506707","93.74168435",24.9,54.2
"Guerrero Jr., Vladimir","665489","2024","697",13.8,10.3,".323",".544",".396","0.940",".323",".576",".398",".410",".397",75.9,57.4,24.2,19.4,34.5,27.7,"7.7","9","93.8","7.4",35.1,13.7,54.9,"105.663720766","97.649346073",21.5,48
"Soto, Juan","665742","2024","713",16.7,18.1,".288",".569",".419","0.988",".319",".658",".421",".463",".447",75.5,59.8,26.1,21.2,40,32.5,"7.3","29","94.2","10.7",35.4,19.7,57,"105.650123728","97.994705143",21.5,37.2
"Taveras, Leody","665750","2024","529",21.2,7.9,".229",".352",".289","0.641",".244",".380",".282",".300",".304",71.3,14.7,14.2,10.5,32.5,24,"7.5","6","89","14.7",31.5,5.9,35.5,"99.173170874","93.650113205",26,48.8
"Cruz, Oneil","665833","2024","599",30.2,8.5,".259",".449",".324","0.773",".266",".472",".331",".342",".332",78.6,75.6,24.6,16.6,34.1,22.9,"7.7","9","95.5","9.8",32.1,15.7,54.9,"107.199352928","98.547881492",34.1,46.3
"Chisholm Jr., Jazz","665862","2024","621",24.5,8.5,".256",".436",".324","0.760",".242",".423",".327",".318",".313",72,23.3,14.8,10.4,32.3,22.7,"7.5","11","89.7","11.4",29.6,9.7,41.1,"100.122466782","94.459141861",29.1,47.5
"Giménez, Andrés","665926","2024","633",15.3,4.1,".252",".340",".298","0.638",".265",".362",".281",".299",".313",68.2,6.8,7.6,5.7,31.3,23.7,"7","17","86.3","8.7",32.7,2.8,28.5,"96.492499139","92.262342361",22.5,56.4
"Morel, Christopher","666624","2024","611",26,10,".196",".346",".288","0.634",".227",".407",".280",".318",".317",76.1,64.7,17.6,11.7,30.2,20.1,"8","24","89.2","14.2",27.6,10.2,40.4,"101.221222105","94.784090605",34.1,47
"García, Adolis","666969","2024","637",27.8,7.1,".224",".400",".284","0.684",".229",".422",".296",".308",".291",71.9,23,16.4,11.1,33.4,22.6,"7.9","14","91","15",33.7,12.5,48.2,"101.827676765","95.435631691",34.3,52.1
"Gurriel Jr., Lourdes","666971","2024","553",18.3,5.2,".279",".435",".322","0.757",".271",".428",".327",".321",".315",70.6,9.5,13.4,10.9,31.5,25.7,"7.5","12","88.4","15.7",33.8,6.7,40,"99.549348469","93.921850288",20,51.1
"Rooker Jr., Brent","667670","2024","614",28.8,9.6,".293",".562",".365","0.927",".269",".570",".392",".383",".344",73.7,37.2,18,12.5,32.5,22.4,"7.1","29","91.9","18.9",38.3,16.6,49.6,"103.25238457","96.193453235",34.1,50.2
"Arozarena, Randy","668227","2024","648",26.1,11.3,".219",".388",".332","0.720",".223",".391",".320",".327",".338",72.7,33.4,15.9,11.6,32.9,24.1,"7.4","15","90.4","13.2",28.4,8.3,43.5,"100.904108177","94.731331384",29.7,41
"Bleday, JJ","668709","2024","642",19.5,10.4,".243",".437",".324","0.761",".244",".404",".330",".319",".325",71.7,16.5,15.5,11.8,35,26.5,"7.3","24","88.5","18.6",37.1,8.3,36.2,"98.959573229","93.527316345",26.1,45.3
"Steer, Spencer","668715","2024","656",20.9,11,".225",".402",".319","0.721",".237",".387",".316",".317",".330",71.6,13.6,12.7,10,32.5,25.6,"7.4","21","88","17.4",34.2,6.4,39.9,"99.163434247","93.708755492",23.1,44.5
"Reynolds, Bryan","668804","2024","692",22.5,8.2,".275",".447",".344","0.791",".272",".472",".343",".352",".344",71.5,17.1,17.4,12.7,36.6,26.7,"6.8","31","89.9","9.4",37.5,9.6,45.4,"100.987209316","94.867542484",29.4,50.4
"Turang, Brice","668930","2024","619",17,8.1,".254",".349",".316","0.665",".263",".344",".294",".298",".325",66.2,3.5,6.2,5.4,33.8,29.2,"6.1","12","87","6.1",32,2.4,29.7,"96.869333063","92.521821874",13.7,47.7
"Rutschman, Adley","668939","2024","638",16.1,9.1,".250",".391",".318","0.709",".258",".402",".309",".319",".328",69,6.4,10.6,8.9,35.7,30,"6.9","9","88.2","18.8",35.4,6.1,36.6,"98.081119454","93.149039684",17.1,44.5
"Langeliers, Shea","669127","2024","534",27.2,7.7,".224",".450",".288","0.738",".244",".469",".315",".332",".308",74.1,42,17.7,12.9,32.5,23.7,"7.3","7","91.3","16.3",35.3,12.8,44,"102.05460686","95.451719446",29.2,49.5
"Smith, Will","669257","2024","544",19.3,9.4,".248",".433",".327","0.760",".243",".451",".326",".333",".326",67.8,3.4,11,8.9,33.8,27.3,"7.2","27","89.4","18.7",38.3,10.8,42,"99.318269153","93.929159392",20.9,46.2
"Burger, Jake","669394","2024","579",25.9,5.4,".250",".460",".301","0.761",".258",".482",".325",".337",".309",74.7,46.9,20.2,14.4,33.4,23.9,"7.5","17","91.3","13",32.4,12.3,46.8,"103.619986856","96.171144407",30.1,52.4
"Smith, Josh","669701","2024","592",20.4,7.8,".258",".394",".337","0.731",".243",".356",".323",".304",".325",70.1,6.8,11.8,9.2,35.7,27.8,"6.8","10","87.8","15.4",33.7,3.7,37.1,"98.306997711","93.25999596",21.7,47.1
"Alvarez, Yordan","670541","2024","635",15,10.9,".308",".567",".392","0.959",".305",".608",".402",".414",".391",76.6,63.2,22.4,18.2,34,27.7,"7.6","1","93.1","18.3",35.4,14.5,49.7,"104.097105087","96.703519522",19.9,47.8
"Paredes, Isaac","670623","2024","641",16.4,11.9,".238",".393",".346","0.739",".224",".348",".327",".308",".336",68.2,4.8,6.5,5.4,29,24.3,"8","13","85","22.4",37,4.5,27.1,"95.875582928","91.952619865",17.2,44.7
"Ramos, Heliot","671218","2024","518",26.1,7.1,".269",".469",".322","0.791",".253",".491",".339",".340",".310",75.2,55.3,18.3,13.7,29.8,22.3,"6.9","28","91.5","10.4",34.3,14.5,47.5,"102.620742924","95.895956716",28.7,50.3
"García, Luis","671277","2024","528",16.3,5.1,".282",".444",".318","0.762",".280",".460",".328",".333",".317",71.7,22.7,16.1,12.8,35.2,28,"7.3","10","89.1","8.2",32.8,8,41.7,"100.167127696","94.249397672",21.3,51.7
"Garcia, Maikel","672580","2024","626",16.5,6.7,".231",".332",".281","0.613",".264",".376",".270",".303",".314",70.8,10.8,16.1,14,41,35.6,"7.2","12","90.4","6.4",34.1,3.7,42.8,"100.050927426","94.39492241",15.5,43.4
"Diaz, Yainer","673237","2024","619",17.3,3.9,".299",".441",".325","0.766",".300",".465",".329",".340",".327",72.6,23.7,17.1,13.2,34.4,26.5,"7.4","17","90.2","8.9",35,7.6,47.5,"101.297056214","95.034359505",24,58.8
"Suzuki, Seiya","673548","2024","585",27.4,10.8,".283",".482",".366","0.848",".258",".463",".365",".348",".346",73,35,18,13.8,33.4,25.7,"7.2","16","91.7","16.2",38.8,11.5,49.2,"102.565369326","95.834191408",24.5,39.6
"Burleson, Alec","676475","2024","595",12.8,5.9,".269",".420",".314","0.734",".274",".440",".319",".329",".321",71.2,18,13.3,11.1,37.1,31,"7.5","11","89.7","13.6",34.3,6.5,41.7,"99.381927173","94.012155751",19.2,55.7
"Meyers, Jake","676694","2024","513",22.8,6.8,".219",".360",".286","0.646",".240",".393",".285",".308",".307",68.6,7.8,10.6,8,31.6,23.8,"7","31","88.2","14.4",34.8,6.8,37,"99.317270058","93.726741906",26.7,49.1
"Rodríguez, Julio","677594","2024","613",25.4,6.2,".273",".409",".325","0.734",".279",".472",".321",".346",".331",76.3,63.4,20.6,14.5,29.6,20.8,"7.9","30","91.7","10.5",33.2,10.2,48.4,"103.553687536","96.325344116",30.9,54.3
